target_id,temporal_cutoff,sequence_length,normalized_sequence_sha256
1QA6_D,1999-05-25,58,23b2537cfb779a8ecbca46ecb0bc3e4185a9c4d268813c295c1bd784b9959745
1QD3_A,2000-07-12,29,ab4885a8194d3d9afc9ffc032c1b09f16322031c32aa27a9277c5205137f871b
1QF6_B,1999-05-06,76,d68ea1b372217c9909c2c8dc0681c7c2aaa842cb9f8e102c4a5efa86cfbb03bb
1QFQ_A,1999-04-20,15,7953ff7450cb560866fda350acbd2def5c5aab065632a594157c2ea212a4377b
1QU3_T,1999-08-31,75,6b1f4bc0426d5e9517e57e698b7c1e6e81314fea99726c948adc59c2d8c1a0ee
1QVF_3,2003-11-11,12,f520464b891eb43c3c0588366c18f38a91846094871bbe5149cc72a0087238ff
1QWB_A,2003-11-25,26,cb5be543f0698b8a87d31c0dba4d4be540c913eb8005749acefcc3333e8c87cf
1QZW_H,2003-11-18,47,757b33b7918880b3a2f082d19ccfda923e94b3e5b97ef7252bf49c6fa759a2b4
1R2P_A,2004-02-03,34,4789ed8d7ac802d988e4b26e82d1cb56ce676c163c9e7dce7eb16b1c5ec5b324
1R3E_C,2003-11-04,17,b02b289d17aa831d7e1b8cd3cfd77a92a068b16d24dce64bff78f28527535e4e
1R3E_D,2003-11-04,17,b02b289d17aa831d7e1b8cd3cfd77a92a068b16d24dce64bff78f28527535e4e
1R4H_A,2004-10-19,10,7887d667ae93559b06f383254701055a68e966fd99bb35af6c1a9880940f208a
1R7W_A,2004-05-25,34,b586ab753369d3789c44269c516da65913f7c54ba8334c506aed4cdac711b932
1R7Z_A,2004-05-25,34,596ff8aa596eae45bf8e75da4fc6505e83910c4ba56c198f8a44bf707186ea2e
1RAW_A,1997-01-27,36,3d0eded6068ca020c42fc8dc571a6607a136f458a63bbe66a5d80090e8a3bad0
1RFR_A,2004-03-23,30,4e178a82602f8c6893c6673d96cc41bc50703c7ff4f9906d023e05a4644ccf54
1RHT_A,1995-06-03,24,5ca76db3035e308a6febaa054c78c3d215577a7eeb6b9d5478dc41e3d23a0a06
1RKJ_B,2004-04-27,21,c4fe77a61bbbad94620918e7d6d42d9dd091bdba452232447613ae78e39d5171
1RLG_D,2004-06-01,25,bb4d51dad3faa56b1ae30ed692a879db2fc499a054bd7cb67a3d84ead21f80fd
1RMN_A,1995-01-26,49,415fa461bd67e2fc9ffe3f763e85a22eb53916839997ddc7b2b243df2273dbc4
1RNG_A,1995-12-07,12,94c565cbe400e18ab76c2052f3709e4106c3bf888831d5e29c43844b87cfcf1e
1RNK_A,1995-02-27,34,215a17f3c5b179ea9b28d018a5547039a2c98b7ec85054eaafa08f6f0b31b415
1ROQ_A,2004-05-18,14,3fd70cb11f213d7b38c982d8ea4dd984c59b32cd53495d56dc5b311a2bb9e956
1RY1_R,2004-04-20,12,51e03add270fe2ea2a405724214d90251535ba4fcf5b812affae7b1faec8b87f
1S03_A,2004-05-25,47,22dbfa6ba3b900139a9e4cac0cf32f847f3a9ce2c7822fbf376f72717449d436
1S2F_A,2004-08-31,23,a8adb72355c6ac452873f9e9208149325bc0626af87a55bc1419a8ff7e2039c7
1S9S_A,2004-04-06,101,44dd1724f5e565910b00547e4b4c3a57fbd5c23ff2cb1f2ce8cb3e127cd967e3
1SCL_A,1995-01-26,29,adc5e0ee2c05f122192b1d21d988908aad3a7d468a901517a8fcd6701e165843
1SER_T,1994-04-30,94,5a7dd0370aa0c8e9e7e582c760a937706b648246ee2179490f01f84126ab9586
1SLP_A,1997-04-21,19,a60993b54e7f8598166664325a0f898b3aa25ed91db9743d12c97dd534edd8de
1SY4_A,2004-04-06,24,291b8161a6920c48f9fe1afcc744b13729a08a2659eda9c9af97156ff09409fc
1SZY_A,2004-04-20,21,0644a2bdf9e6d74b6e017e4c5787f2ffae65334a1064e1ce2f9ec728f090d039
1T0K_D,2004-07-20,16,a5815339f9bb8f5cbcadf530ab3e30d03dfacb305c47fa044f8cf14444c0c183
1T28_A,2004-08-10,34,31b74e961af304a76bfae499e50ed4c695040d9b80fc8f3eacb82b6468bbcbf4
1TJZ_A,2004-09-28,22,6ecd3d51982889586cf59124a6eb44fc41cb779af26e991a9f3da1038d2a5ca6
1TLR_A,1997-11-12,23,3cd00990c1ee14e2707975c23b74d83a1f168cf38202ed39113e792016660ea4
1TOB_A,1997-06-16,27,a8099f28c595ab0b94319026526a1b5af852aade843356067b494f5a55d9663b
1TXS_A,2004-10-05,38,9b91c882b965a2f227f53008fbf7a24e0a424b30afa33a0e91bb752aff285520
1U0B_A,2004-11-23,74,7ea1d910e49d8f55f4c97f563ea2a79dc436a400ec1a4df3ad8618f94a388cd4
1U1Y_R,2004-12-07,17,77c12d31e5d1a012b833890bf8a0ed993ec5c9a8ced0c0a6d57f616b3459877d
1U1Y_S,2004-12-07,17,77c12d31e5d1a012b833890bf8a0ed993ec5c9a8ced0c0a6d57f616b3459877d
1U2A_A,1998-03-04,20,9e9b6ae00d5380ab7489f0d0482acbf83e668094987bdd9b6766ab97e2b71932
1U3K_A,2005-07-12,38,d276b4f122c80d118deedc0b52181f28be5dd1f4ebff5ac0411ffb400abce660
1U63_B,2005-04-12,49,66898f13fbec910e9a7b6f226e2cdc425a310672aa2281a1f28551be801cde20
1U6P_B,2004-11-02,101,44dd1724f5e565910b00547e4b4c3a57fbd5c23ff2cb1f2ce8cb3e127cd967e3
1U9S_A,2004-10-26,161,093cb139d7deb3f66249705f0df0b97540433ba4111b5e897b0d38eb55fd7e7c
1ULL_A,1997-08-20,35,5c3e0473daafe6e1d32da99a809992c34116f81dd4633c2dd8ab8615bf071a47
1UN6_E,2003-11-20,61,8b1d2f0ff960be1afe45347cb71a3dbd876d43a71aed3e3bbff0b370c7e3e88b
1URN_Q,1996-03-08,21,83a32135ca0469dffc0e7dea82b34bc39bfa1848d1501bcac915a81648256e66
1URN_R,1996-03-08,21,83a32135ca0469dffc0e7dea82b34bc39bfa1848d1501bcac915a81648256e66
1UUU_A,1998-02-25,19,033e5d10080c540be8a179cbe7ddd7b9c256232a199b573ccae2ec93ed679156
1VC5_B,2004-05-18,76,f73ab603e549164a27f56854b77ad5e9b11b290e23a678c6b1f6488f865853fe
1VC6_B,2004-05-18,76,3f21a46fdf562b8fde038320c3cadb5c8a87f19c08e2550ffaac7adc2a9a3c7a
1VFG_C,2004-08-10,31,6512a16e51eca4c1d4ea114cd540c4b4eab1c3058a1739a5f489b834d38c8536
1VFG_D,2004-08-10,34,c834b5c0142019c18058e8705faf3fcbd6738c3fa72fec5a816d40ca46832af3
1VQ9_0,2005-11-29,2749,b4b32345774f2e1fd5ba16460bade8884b63d476c3d17b7b63d33db4699196de
1VVJ_XA,2014-08-06,1501,4997403ae1925f3553323ef4dff38b42e3f7364587e2743880a3f98274abc960
1VY6_AA,2014-08-20,1498,2c859373c81456196308807db891ecd0c0d7523582f803891abcad68d7cc3e42
1WKS_A,2004-06-22,17,f16692fbc3f2341735992f72872a1f2ee9947da8c9b8f38ee5196b930ee95b16
1WSU_F,2005-01-25,23,d7c16c2dd0023790118c70042b64da1068fe949307ed13c186aa9592ef053e3c
1WSU_G,2005-01-25,23,d7c16c2dd0023790118c70042b64da1068fe949307ed13c186aa9592ef053e3c
1WTS_A,1999-01-27,14,8041db8a4039a7d54c0bbf23f9fd73b8eee038834d572e93ebf68e34b3aeff85
1WZ2_D,2005-09-06,88,4ccdb37e7d835ed4c9c80b085ebcaf36f53c3911829429ebc475b54e2c602487
1X8W_B,2004-11-09,247,d008c52ac9e9986715cf7d0bc6c61af56e7f9d101a78291aacffb97ec7ee2410
1X8W_C,2004-11-09,237,d15b386356f5fc4fe9f4122d919353c9d3864396ec91bded7b55cc7e010c32f3
1X8W_D,2004-11-09,247,d008c52ac9e9986715cf7d0bc6c61af56e7f9d101a78291aacffb97ec7ee2410
1XHP_A,2004-11-23,32,08664f8996ae82f72eac8bffb93e6d3b98463a07c8e02c275ccc1b4b878c3d33
1XJR_A,2005-02-01,47,dad5967d5d2a32f25f85278ec62bbaf1237f6395136dbba4a762852ce8102449
1XMQ_X,2004-12-14,11,c9a82906b587d2a43fca351648d8f6c49aa88c032fe2225ff213f1b5d0c78064
1XNQ_X,2004-12-14,11,18dc7fe7388fc82bea539ec087eeb0ea2ef6b6618046f5186be65104c70c3da6
1XOK_A,2005-01-04,30,f272653b85bfc6bdbfc9ebe44248e0dfb2cabe8690bc7e974bdcd64bbdabb9ee
1XP7_B,2005-10-18,23,e76f2749335f10c04db0879400760981d601123c644cdbed91b68b4776a1b98d
1XPF_A,2005-10-18,23,a93538b60543481f60ddadfa9ac952f33e62dba5621f3bb9d3cf5545b8a895e3
1XSG_A,2004-12-28,27,db42f4f9649322ecc8f42aa418f1fd7e44496532d1cc4ab12a077adfcc15ba9e
1XSH_A,2004-12-28,27,30e0743a03433a143c5e1ec4725aff5fa8a9900929598e7b96e9e3f8dfa2b7ae
1XWP_A,2005-02-15,15,66ebd34df0045b48038c68f610bbd1b0895d183e4e10df5ff69c1d35296471eb
1XWU_A,2005-02-15,16,d5fe058ac1dc3826e927c21ab1b9877e6bd6ca38f60419a45b8d16fe34f73b98
1Y0Q_A,2004-12-21,229,924897811879a307da9779fbf98c533d1d1a93f993cd78f1100791b6298d3170
1Y26_X,2004-12-28,71,7c23ca9b626f155fbd83d011d719e4d18a1979a3aa059f9196bf13032595155b
1Y27_X,2004-12-28,68,243e3d56deba9600c8c0bbe5d06b7a132c492e3a23723ddd152677d191d18da8
1Y39_D,2005-03-22,58,180cf0a20b8187428b03bd3f146e291f0eb5c94ee4bfb747a1131e35ea2fda48
1YG3_A,2005-12-13,28,5e40dc03cf55e16ee827e65eeaf95fe877a03d1d198e75eca2523da53bfbc67d
1YHQ_0,2005-04-26,2749,264dd2446f361445ed4f7f5208a948bb08524ef20ca9d9e3f13e663ff6e2e75e
1YKV_D,2005-02-22,38,345144f3f251f96f1d02ad908d61a4818bfdb6d8b71eeb6746bfc1b497b4a294
1YLS_D,2005-02-22,38,89dc880855627c641a09b3e4a0acc24fff0c4e14224d5109947e0770abc3b8d7
1YN2_A,2006-01-24,17,6b0451cc24f204c2149338f4bedb7a5f82ecece0ecceac91fe8447ca9124c227
1YNC_A,2005-02-08,31,2a62b78f86cfd842877cda48d49933ced473025bd3a833bbf14fd93a8991c8c4
1YNG_A,2005-02-08,31,a1b4adac9bdb5a6bef848f3be65d1b5cd55302dacb85327596df4ae7ebbd2cd5
1YSH_A,2005-07-05,28,0542e904aa84e09d26051b1ec4c2c17be80467283d0a798da7c56f3d8a160b1b
1YSH_B,2005-07-05,101,b77d42d68617fb5059c2d46a79e06487f65ba4f9e53dc1d11e9491e40fe7aa2c
1YSH_F,2005-07-05,34,8631174766d76b9af573a578b5506e09e57cf43cc07fc43332777eafe33f7774
1YSV_A,2005-07-19,27,c565645556b80605a8b54f89e4195f391deaaeebb2254c3a9782765d0ae69286
1YTB_C,1995-01-26,29,2ec787e70c0ccd4f7d880184d8fb1d36a42e52cc60b8335cece432fa461bd2f8
1Z30_A,2005-04-26,18,83140fcbcbd4309770c6ed27f4e524238ad912b5e5e09dfc0d2fa5ee9906e831
1Z31_A,2005-03-22,32,b7c41ce6ec066035c625f04b7775ecf783f3ab68501ddc05950e4c2416f81773
1Z43_A,2005-06-14,101,df491f1c7426be0101c009b11478464a44d2e479a50a990c57a9b203d963dc7b
1ZBH_E,2006-09-26,20,1cfbb6b4cfccf1e2e34bb6e4d8245f437deb670a1994057701302a591933d59e
1ZC5_A,2005-06-07,41,da990be39059ec1c484325bf7233785f46f8f6e06c4b35a59cdee1d1280ac57a
1ZDH_R,1997-04-21,19,0c2f11deb0385de29068674477757f83bf536b0d0285ec2867b37fa7b20ea4f3
1ZDI_S,1997-04-21,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
1ZDK_S,1998-12-07,19,0c2f11deb0385de29068674477757f83bf536b0d0285ec2867b37fa7b20ea4f3
1ZE2_C,2005-04-26,22,e5ef9be78c0fd4aa43a900ded1ba64bfce6d9bccb2a96e03cb849aa8ef26702a
1ZHO_F,2006-05-09,38,a00c9cf09852ff4cc0bca44fe23282a205fd3c3a5b57b6e7f06e8eac0f432008
1ZIF_A,1997-03-12,12,aa2221b6ec03138d018182003266527a39b0804eefe2d4938e8045b266d74bf6
1ZIG_A,1997-03-12,12,6acdd8b4a0e86986c1254fefd49d230642185a3b0f9d2be1a7f167a21d499734
1ZIH_A,1997-03-12,12,3d2bbefc3e6b5641252ce83725dc190022a6677f66f5d9ad384325da76f4bc54
1ZSE_R,2006-05-09,20,504b911adb1d3391bc8abfcc3508e3b152f1abd4dbd5846740977bd9c703ae1a
229D_A,1995-12-07,12,c74f5c223d566554b1a2fbdc69288e1b6fca1c92dd86f616fa44af1be35e4c6a
28SP_A,1999-04-12,28,d985a65f11fe7ccf80ef8dd1166057a1dbb83944d4faceda9b30a888963fef9c
2A2E_A,2005-09-06,338,09e9d02b836fabd49f7ddf92b55bcfa7e1e2144b5cfb2a7bbd11cb343f53d081
2A43_A,2005-09-27,26,baee1ededc97bfe7ee2f16c5f259eb6dfaeea50f103368011fdaec7f6526075b
2A64_A,2005-09-20,417,797c801250f75755a6125f914f0833bc757e8d95ebdcecd7448808f3a198eba9
2A6O_D,2005-10-25,22,7792d382f9cd23259fae3d7ef76166bfe0f7dcade2146237e97b30f103ab76f3
2A9X_2,2005-11-01,28,bf5ce89b8b83f3b54f07d1d368adc57e3f40b2b95786fd33fac43ca3826bfd97
2AB4_B,2005-12-13,20,8563833b9cdd9b8242bcaa560cee8f938920a0390cf4c8730de71055bac5dcbe
2AC0_E,2006-07-11,12,7d933a91a68e27a910e508f693753cb2bf5ac4e00889ae080df42e7329aec1bc
2AHT_A,2006-10-17,27,775d70bcc0acaf681f93254f56d4449c27b6fe6b2eb8ef11d5ad559a6080cb0b
2AKE_B,2006-07-11,72,69f439aee98e0336fc9a7811006b53fe65d1e62a7c0c0af4fcf8b008e07e3671
2ANN_B,2006-10-24,25,61b7b47cc4f611a249e04107c704be90f0c09eb59fac215e67d955ca1b4aafea
2ANR_B,2006-10-24,24,2db4217db03091cf5f2a10b0f11411294227400a21b17f02a9406b2915cc77b8
2AP0_A,2006-09-05,28,c1d04502559524a310faa61c5252cf583a04ffef95d073ef02e9ad802a8dd637
2AU4_A,2006-03-28,41,da47655c65cfcaf04b3e89f5379a8ea7b3bb9388eadde44b53384054ab8da63e
2AWQ_A,2006-01-17,17,193f3a4d2cecad23d21862f9bde85e7cc903ee65b6c79fecdff559dbde1b912b
2B2E_S,2006-05-09,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2B2G_R,2006-05-09,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2B3J_E,2006-01-24,16,33ba8a64662ff8aef5a2a250d60db4550efa44908d8c73bbb4a6f79c6d7ae1e9
2B3J_H,2006-01-24,16,33ba8a64662ff8aef5a2a250d60db4550efa44908d8c73bbb4a6f79c6d7ae1e9
2B63_R,2005-12-06,31,177b825690bcfc68f212b92a457bc3bb1b64f5d526d1ffc4c465d575a09d7e23
2B6G_B,2006-01-24,19,c56662aa8c4bd19788914469ebb9fe95d80ddd497a52b6f4fbae3fea4818eea2
2B8R_B,2005-10-25,23,5e26c1057669e59d7c6d99e8a985bb712e435e7c6de371ad61d5bab6ab82e461
2BH2_C,2005-03-30,29,26ea75a69b10c39231385c3760336af0d18438c6508fef3baa5f5a65a6858eb6
2BJ2_A,1999-02-02,21,680cd13f14aa15969f7e433e9221946688a75a2a5bddf98e04db55147b6dec30
2BJ2_B,1999-02-02,19,cbc4d36be46b9bf42d39b2edbbc9ef81c20c528f6cacfacb2b5b31956768e8aa
2BNY_R,2006-03-22,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2BQ5_R,2006-03-22,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2BQ5_S,2006-03-22,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2BS0_R,2006-03-22,20,f1881e7019341bca6e76c50b0ef7488899ffefdbd53aa01b7a8e27f60e828a28
2BS1_S,2006-03-22,20,504b911adb1d3391bc8abfcc3508e3b152f1abd4dbd5846740977bd9c703ae1a
2BYT_B,2005-09-15,83,bba9b40fcd363ca4509ce2c0791b2702903ad48275b3f379f80693a041a1aec4
2C0B_R,2005-10-14,13,28fe65e737d054413738c846bea50d332b6c0166279e6558022450baa98e5736
2C4R_R,2005-10-25,10,d905c47c1d73362477c25da89e8012f06567cc4b78512f32b2357659757752a8
2C4Y_R,2006-01-05,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2C4Y_S,2006-01-05,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2C4Z_R,2006-01-05,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2C4Z_S,2006-01-05,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2C50_R,2006-01-05,19,83b93703fe43c086bc7003da70df3b83f5c2e77cb60c29ad3a9862eda23ef360
2C50_S,2006-01-05,19,83b93703fe43c086bc7003da70df3b83f5c2e77cb60c29ad3a9862eda23ef360
2C51_R,2006-01-05,19,24f111fa8a4692e5bd1e63befd9e56b315ec852e5345fa7a01180d9a04ae3e08
2C51_S,2006-01-05,19,24f111fa8a4692e5bd1e63befd9e56b315ec852e5345fa7a01180d9a04ae3e08
2CSX_C,2005-09-20,75,ac3dcf7f52c7d7025e0a6bbdb054a7521a2bb20959eae3a5716df55c2624c474
2CT8_C,2005-09-20,74,c499483d3a26d4470f1333863ea51edab9f4674bb1c2bd2db63ea3c7e6615527
2CZJ_B,2006-10-31,63,20aec94e46f7056518150c909bebd08c0fc4b6ac40a6221bb47e61977bf23c24
2D19_B,2005-11-01,17,bb14d6c8aa09ebc1fd2fce21fa34735f2f334e835e29fed62b46ade45c8d6523
2D1B_B,2005-11-01,39,d6c0c16efff44cdbf5729ec22b4b610380279b6f0e3db25bc63f512706de3f08
2D2K_D,2005-11-01,19,4fb488ec665798c7ae270a92053a25f01263a4f6aae3212a412e3447e0d93107
2D3O_0,2005-12-06,2802,2daf28308d4c90c238b3ed3354b7a36d93a35ad297a00ea55fc5f253101aee88
2D6F_E,2006-07-11,74,fd06b6f6f18c2979da571b6f76e4732d831c1ef604f462e68fec988d506dbcb3
2D6F_F,2006-07-11,74,fd06b6f6f18c2979da571b6f76e4732d831c1ef604f462e68fec988d506dbcb3
2DER_C,2006-08-15,76,fe0c4ffc0c0d1c06c8c460d594a52233bdfa77293de33bca6ca03f7f8b045c08
2DER_D,2006-08-15,76,fe0c4ffc0c0d1c06c8c460d594a52233bdfa77293de33bca6ca03f7f8b045c08
2DET_C,2006-08-15,76,fe0c4ffc0c0d1c06c8c460d594a52233bdfa77293de33bca6ca03f7f8b045c08
2DLC_Y,2007-06-12,76,c62590380dcc4b3492c8aff0d2115ae2767212e091da994a7b6081ee2c211ec2
2DR2_B,2006-07-11,75,1a7566dc058c59bd52d040a866358d808841c52a29364dbfda289af6e112da48
2DR5_B,2006-10-31,32,eb706d40f0898d74bde44da95c52d0df33612738b4d55cbd6d89d525bb0c8946
2DR7_B,2006-11-14,33,eca783a75b2187f60c635a0425fd5b813279a7c65f68914828bd2b5b215ca0a9
2DRB_B,2006-11-14,35,a56b4ae5d324033a0e132c0c3dfede17caa300261d18a7e0eac844f51871b729
2DU4_C,2007-03-13,71,d9cbd504c47f5b8f20f94e3e36deabdaa1261975fd9fbbc4d9b0b7f979a3448b
2DU5_D,2007-03-13,71,578d12971e9b6639314767241af02ad58620b658cdc5e974fd9b42df46808885
2DU6_D,2007-03-13,71,96213d5bdfd3148692e98790935090b9b9b2706fd7ccf1b20953d909362863f2
2DVI_B,2006-11-14,34,24f80d12cda3f02134dcea1fac8913e57f1670f758a103146351b916af6ab82a
2E5L_A,2007-05-15,1517,5821d7f55ad420e1933a6cacd1b2ed62ce00de94e506e8cdd2162e220a8ab5eb
2EES_A,2007-11-13,67,40e5619db5a80e272451dafeaeb2df360aa0284b65100aa2b699533733c0444b
2EET_A,2007-11-13,67,e529a8913d79b45de636e1ec1a3d58edd66b100fada886ef157cd3f58776b19d
2EEU_A,2007-11-13,67,bc4db1c0bd8aacff79a7feff7f512c917316a6296d84926f4d609598139c8982
2EEV_A,2007-11-13,67,fc4f33537e52cad320e0ab5e602e00bcf8871ce7908d51f5375f3fd4d5234807
2EEW_A,2007-11-13,67,2752f0824ebb0acaec23dbc3837be1e2738e4a5eb201f1ce75faa24df2c65e7a
2ESE_B,2006-01-24,23,4b5621e95f041ca3970730ec29c0caf0e7403f6449d78d414de52d8593ad312d
2EUY_A,2006-01-03,34,8d6fdedd19f5a35f029073fc3921535e95aeb1f802d629fcf7213ff254351446
2EVY_A,2006-08-22,14,061ea99bfe1a471d353b99891df5f742a6847a544f60d3c5da89ff9da6ab4353
2EXF_B,2007-04-24,14,c909a301f26beb9032a248885456e8350f74b69a19d90f2ea1bd796009732db6
2EZ6_C,2006-02-07,28,b24f51cba74ad9865471fc9fe573fea4f94f9df82e497a13bc2610357f1c89ef
2F4X_A,2006-02-28,24,9d29f7af02e92bdd7e94b040ecbecd39668d6421fb0d2bf028e8ae9060cc566c
2F87_A,2006-08-08,12,378926babbc505113ca522d145ff6b57372a9e6cecf680aa74b1a30f3379084b
2F88_A,2006-02-28,34,7085ef3265b484a73a72a80a307a0b731aa32faf1899cd44063fad615b2bc99a
2F8K_B,2006-01-24,16,9d38b4f16fbd12a5dd9fad6f0edc4205090a7b0161a66a86a6b0d67df7046f18
2FCZ_A,2006-05-16,23,e76f2749335f10c04db0879400760981d601123c644cdbed91b68b4776a1b98d
2FDT_A,2006-12-05,36,07aa3a4979e6ac5c98a7e7bb27bc57c7a94b3d70b34cda23f8a6785443b6d111
2FEY_A,2006-06-27,43,a1903859f9746cbbb25a03f87ac2a97645c1b9efc085d6242f3aa783b12fe63d
2FK6_R,2006-03-21,79,89ffb31315b7c9a75ecb45beb040c42b49f028ff0e179594d8be103c2ae30978
2FY1_B,2007-02-06,21,31bab49eda41941bf8bb55daebb2adb9187bcaef5b06619167cbae93565cd170
2G1G_A,2006-06-20,17,27e67a2d94a5d34358559c0a11bb5353ace01402acded9e6010a63da9f643926
2G1W_A,2006-04-11,22,0060567eb66fd850c09c9b6719dbde7f9e9f12b35b725c0f1d68256b8ee4cc73
2G9C_A,2006-11-21,67,7892d875b55547edc8377abc51ea23862c54df6325a87441a1191b8a28277ddb
2GBH_A,2006-04-11,24,324f477d0d4e3b7f7b729fbcd292eb8ca44d82a9274aa19c64ace9daf6b5eff4
2GIO_A,2006-06-20,29,d9ae9c08d394564c4f03a9fee6aa9f16f6e5d85d6ae4f9478e10ca5c3c827c16
2GIP_A,2006-06-20,28,e2d0f0228fd2741c95ad3d785ce0d536062e795dc1badffee9a854311d942721
2GIS_A,2006-07-04,94,dc4242fc9a336d0e77a307fabd02023c2aa19fe2d06e6fe4d2219868816bfc5f
2GJW_I,2006-09-12,19,b106e145d0bfafda03a205485fc3b45723d2a1148c75a791263c5dee0316cb9e
2GO5_9,2006-06-13,90,3155ab24a4b84c62751ac397acbef9bdaa69046c79d2632da73115cb9a5324a1
2GO5_A,2006-06-13,127,e2a65e59923019b94e1c5c6544e0fd4de6fc87057633e0da35cb2676e30e5761
2GRW_A,2007-03-06,22,5e42a66e3aac357608642a45b495d211b235336db0da3d23df4196400e7e4e37
2GV3_A,2006-08-08,22,7061660cf6a29896550db6dae49bf4e633cd18c9f1684101e75f2a240554c83b
2GV4_A,2007-03-20,22,067fe397a87be42e5cf5f0738a8be706cdca1a294c55cf1ea1c7e0413439bf93
2GVO_A,2007-05-08,18,3580f76e1a24310b771a09aea95c182e968de2ee9bf7cd05e6943185619b4a9a
2H0S_B,2006-09-26,125,b6c600f87b4a1be9215be908e3dd38d2b31649995801877526bd9223bb5c7df8
2H0Z_B,2006-09-26,125,b6c600f87b4a1be9215be908e3dd38d2b31649995801877526bd9223bb5c7df8
2HEM_A,2006-09-12,24,79de4a35d14dc47693a23a41cca031903e88132969219393bca2a17709856bd0
2HGH_B,2006-08-01,55,4fb46f2175581b7aede070aee773c59e5c73bf0d67341c96b54d26fd0d8f2d69
2HHH_A,2006-09-26,1505,5e5bd0354c216f040ffb6545041220980049afc0688f77a91129888c0855c073
2HNS_A,2006-10-31,22,7ead77388e953fc40d7d38a9307a9e7e538d145868e9d6680b6047a9905cca01
2HOJ_A,2006-09-19,83,79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21
2HOK_A,2006-09-19,83,79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21
2HOM_A,2006-09-19,83,79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21
2HOO_A,2006-09-19,83,79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21
2HOP_A,2006-09-19,83,79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21
2HUA_A,2007-04-17,40,65d6b9b8b9f0fc1c45b5ec93fe3be45dfd49fea47a2a77512b98ee61015bf253
2HVY_E,2006-09-12,65,6c113b9a4a9b35896bbffd26e6949230e19f83c301bd2519dde63e8032abd9a8
2HW8_B,2006-12-19,36,43be217832565c01b96be2f2fe23ce59816ce4e534857d8ec12c3898414de792
2I82_H,2006-11-21,21,993db0fe0e64076804adaebf346e9cc609f22acb56586110bb494b02ad6da52f
2I91_D,2006-10-17,15,864bbd8610a32eeed1521122b3dc17809634190b0005dff174a090a0223ba833
2I91_F,2006-10-17,15,864bbd8610a32eeed1521122b3dc17809634190b0005dff174a090a0223ba833
2IHX_B,2007-01-16,75,8986ef6dc29e679b7fb3e0d509e26052647b0ea1f2c3bba2f0ced79b0cc7e712
2IL9_A,2007-02-13,142,eddb60d34affa0ef192a6e34e414f12fcc7f3e84b483b525859f683abe1ced45
2IL9_M,2007-02-13,142,eddb60d34affa0ef192a6e34e414f12fcc7f3e84b483b525859f683abe1ced45
2IXY_A,2006-09-06,27,b2f5cee11c5f1c3bac5ac0a30aa2bbdccec7193381edbbbdafe5fb9651b2d186
2IY5_T,2006-09-06,76,04ea3a71e3b2e3276b7c926bfeb15d68c2b17826bc6c92541e4b2d990fd174af
2IZ8_R,2006-07-27,19,44431970773c80cdce3868bb2e6228cbf465eb7ea418640afbb5a62f40b46dee
2IZ8_S,2006-07-27,19,44431970773c80cdce3868bb2e6228cbf465eb7ea418640afbb5a62f40b46dee
2IZ9_S,2006-07-27,19,a66186c05d783df9ef242183e76e8874f1d519a07db5074bc4a13cee02139ab1
2IZM_R,2007-07-03,19,eab658b3ff10405be7d89b594b16719165b570b4b1c0f3b8d3a91d24322bd558
2IZN_R,2006-07-27,19,0fdd13cbd550105b5c12e9c6069bd9df615e5eec6f7987d189d166858b323cfd
2IZN_S,2006-07-27,19,0fdd13cbd550105b5c12e9c6069bd9df615e5eec6f7987d189d166858b323cfd
2J28_8,2006-11-08,74,bb8f276e1c8711cf1c5e673a5490e5cd43bab91db19dfc0badf2b7fd896f0fc3
2J37_A,2006-11-08,128,c08d00617f93b59e01036388f937b2d16387d44bf1b3234642ca18515365376c
2J37_Z,2006-11-08,280,4cb83d9acb67d0bedfa1d35c082cb6c9adb19c1962627bb715999b297d4a7ee1
2JLT_A,2009-08-18,18,1c3c384dfe64be4d39a877116ea2b40c5cdf6c72947a3f4cff9ea2b8ab00d809
